age,education,education_num,sex,capital_gain,capital_loss,hours_per_week,native_country,income,married,relationship_grp,occupation_grp,workclass_grp,race_grp
30,Bachelors,13,Male,0,0,37,United-States,1,1,spouse,high,government,white
42,Bachelors,13,Male,0,0,50,United-States,1,1,spouse,high,private,white
72,HS-grad,9,Male,4931,0,70,United-States,0,1,spouse,low,self_employed,white
30,Some-college,10,Male,0,0,40,United-States,0,0,independent,mid,private,black
51,Assoc-voc,11,Male,6849,0,40,United-States,0,0,independent,mid,private,white
24,Masters,14,Female,4787,0,60,United-States,1,0,dependent,high,private,white
43,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,private,white
53,Some-college,10,Male,0,0,50,United-States,1,1,spouse,high,private,white
45,Some-college,10,Female,0,0,64,United-States,0,0,independent,high,private,white
21,Some-college,10,Male,0,0,40,United-States,0,0,dependent,mid,private,other_race
36,Bachelors,13,Male,0,0,40,Germany,0,0,independent,high,private,white
34,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,white
25,11th,7,Female,0,0,40,United-States,0,0,independent,mid,private,white
57,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,government,white
46,Masters,14,Male,15024,0,40,United-States,1,1,dependent,high,government,white
30,HS-grad,9,Male,0,0,40,United-States,0,0,independent,low,private,white
31,Bachelors,13,Male,0,0,40,United-States,0,0,independent,mid,private,white
42,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,high,private,white
48,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,private,white
42,Some-college,10,Male,3325,0,40,United-States,0,0,independent,mid,private,white
57,HS-grad,9,Male,4650,0,40,United-States,0,0,independent,mid,private,white
45,Masters,14,Male,0,0,40,United-States,1,1,spouse,high,government,white
27,Bachelors,13,Female,0,2258,55,United-States,0,0,independent,mid,private,white
41,11th,7,Female,0,0,20,United-States,0,0,independent,high,private,white
44,Some-college,10,Male,0,0,40,United-States,1,1,spouse,mid,private,white
39,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,government,white
18,Some-college,10,Female,0,0,25,United-States,0,0,dependent,mid,private,white
31,Assoc-acdm,12,Male,0,0,40,United-States,0,1,spouse,mid,private,white
24,HS-grad,9,Male,0,0,50,United-States,0,0,independent,mid,private,white
19,Some-college,10,Male,0,0,30,United-States,0,0,dependent,mid,private,white
54,HS-grad,9,Female,2174,0,40,United-States,0,0,dependent,mid,private,white
47,Some-college,10,Female,0,0,40,United-States,0,0,independent,low,private,white
17,12th,8,Male,0,0,12,United-States,0,0,dependent,low,private,white
39,Masters,14,Male,0,0,48,China,0,1,spouse,high,government,other_race
24,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,black
20,Some-college,10,Female,0,0,40,United-States,0,0,independent,high,private,other_race
25,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,private,white
39,Bachelors,13,Female,0,0,44,United-States,1,0,independent,high,government,white
20,Some-college,10,Male,0,0,40,United-States,0,0,dependent,high,private,white
44,Masters,14,Male,0,0,40,United-States,0,1,spouse,mid,private,black
23,Assoc-acdm,12,Male,0,0,20,Iran,0,0,dependent,mid,private,white
24,12th,8,Male,0,0,40,United-States,0,0,independent,mid,private,white
53,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,private,white
24,Bachelors,13,Female,0,0,20,United-States,1,1,dependent,high,self_employed,white
45,Some-college,10,Female,0,0,40,United-States,0,0,independent,mid,government,white
55,Some-college,10,Male,0,0,74,United-States,1,1,spouse,mid,private,white
21,Some-college,10,Female,0,0,20,United-States,0,0,dependent,mid,private,white
64,Masters,14,Male,0,0,40,United-States,0,1,spouse,low,self_employed,white
36,Bachelors,13,Female,0,0,20,United-States,0,1,spouse,low,private,white
55,Some-college,10,Female,0,0,55,United-States,1,0,independent,mid,government,black
21,Some-college,10,Female,4416,0,24,United-States,0,0,dependent,mid,private,white
17,11th,7,Female,0,0,7,United-States,0,0,dependent,high,government,white
27,Some-college,10,Female,0,0,40,United-States,0,0,dependent,low,private,white
25,Assoc-voc,11,Female,0,0,40,United-States,0,0,independent,high,private,black
38,Some-college,10,Female,0,0,35,United-States,1,1,spouse,high,private,white
52,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,private,white
22,HS-grad,9,Male,0,0,30,United-States,0,0,independent,low,private,white
37,Masters,14,Male,15024,0,60,United-States,1,1,spouse,high,private,white
37,Some-college,10,Male,15024,0,45,United-States,1,1,spouse,high,private,white
65,Masters,14,Male,0,0,39,United-States,1,1,spouse,high,self_employed,white
28,Bachelors,13,Male,0,0,40,United-States,0,0,dependent,mid,private,white
32,Bachelors,13,Male,0,0,50,United-States,1,1,spouse,high,self_employed,white
53,Bachelors,13,Male,0,0,35,Vietnam,0,1,spouse,mid,self_employed,other_race
32,10th,6,Female,0,0,50,United-States,0,0,independent,mid,private,black
45,Assoc-voc,11,Male,0,0,40,United-States,1,1,spouse,mid,private,white
34,Bachelors,13,Female,0,0,50,United-States,0,1,spouse,high,government,white
39,HS-grad,9,Female,0,0,40,United-States,0,1,spouse,low,private,white
43,Some-college,10,Female,0,0,40,United-States,0,0,independent,low,private,black
35,Some-college,10,Male,0,0,40,United-States,0,0,dependent,mid,private,black
41,Doctorate,16,Male,0,0,40,Taiwan,1,1,spouse,mid,self_employed,other_race
62,Masters,14,Female,0,0,20,United-States,0,0,independent,mid,self_employed,white
45,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,white
35,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,white
34,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,private,white
40,Prof-school,15,Male,0,0,60,United-States,1,1,spouse,high,private,white
17,10th,6,Male,0,0,15,United-States,0,0,dependent,low,private,white
18,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,private,white
27,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,black
20,11th,7,Male,0,0,40,United-States,0,0,independent,low,private,white
55,Some-college,10,Male,0,0,58,United-States,0,1,spouse,mid,private,white
57,7th-8th,4,Female,0,0,40,United-States,0,0,independent,low,private,white
38,Doctorate,16,Male,0,0,40,United-States,0,1,spouse,mid,private,white
20,9th,5,Female,0,0,40,El-Salvador,0,0,independent,low,private,white
52,7th-8th,4,Male,0,0,20,Mexico,0,1,spouse,mid,self_employed,white
18,10th,6,Male,0,0,20,United-States,0,0,independent,low,private,black
52,HS-grad,9,Male,0,0,45,United-States,0,1,spouse,low,private,white
42,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,mid,private,white
48,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
55,HS-grad,9,Female,0,0,40,United-States,0,0,independent,high,private,white
18,HS-grad,9,Male,0,0,30,United-States,0,0,dependent,mid,private,white
17,11th,7,Male,0,0,22,United-States,0,0,dependent,mid,private,white
47,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,white
29,HS-grad,9,Male,0,0,26,United-States,0,0,dependent,low,private,other_race
48,Bachelors,13,Male,0,0,40,United-States,0,0,dependent,high,private,white
31,HS-grad,9,Female,0,0,40,United-States,0,0,independent,high,private,white
54,Some-college,10,Female,0,0,40,United-States,0,0,independent,mid,private,white
69,7th-8th,4,Female,1086,0,20,United-States,0,0,independent,low,private,white
40,Some-college,10,Male,0,0,50,United-States,0,1,spouse,high,private,white
25,HS-grad,9,Female,0,0,50,United-States,0,0,dependent,low,private,white
82,7th-8th,4,Male,0,0,40,United-States,0,1,spouse,high,self_employed,white
48,Bachelors,13,Male,0,0,50,United-States,0,0,independent,high,self_employed,white
53,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,government,white
47,Some-college,10,Male,0,0,50,United-States,1,1,spouse,mid,private,other_race
57,HS-grad,9,Male,0,1740,40,United-States,0,1,spouse,mid,private,white
21,Some-college,10,Female,0,0,13,United-States,0,0,dependent,mid,private,white
52,5th-6th,3,Female,4101,0,40,United-States,0,0,independent,mid,private,black
45,Some-college,10,Male,0,0,40,United-States,0,0,independent,low,private,white
54,Masters,14,Male,0,0,40,United-States,1,0,independent,high,private,white
69,Prof-school,15,Male,20051,0,45,United-States,1,1,spouse,high,self_employed,white
30,Some-college,10,Female,0,0,40,United-States,0,0,dependent,low,private,black
37,7th-8th,4,Male,0,0,40,United-States,0,1,spouse,mid,private,other_race
60,10th,6,Male,0,1977,44,United-States,1,1,spouse,high,self_employed,white
55,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,white
46,Bachelors,13,Male,99999,0,55,United-States,1,0,independent,mid,private,white
21,HS-grad,9,Male,0,0,40,Ecuador,0,1,dependent,mid,private,white
25,Assoc-acdm,12,Male,0,0,40,United-States,0,0,independent,mid,private,white
67,HS-grad,9,Male,1797,0,4,United-States,0,1,spouse,mid,private,white
41,Masters,14,Male,0,0,40,United-States,1,1,spouse,high,government,white
53,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,mid,private,white
26,HS-grad,9,Female,0,0,40,United-States,0,0,dependent,mid,private,white
68,HS-grad,9,Male,0,0,10,United-States,1,1,spouse,low,self_employed,white
36,Assoc-acdm,12,Female,3325,0,40,United-States,0,0,independent,high,private,white
20,Assoc-acdm,12,Female,0,0,15,United-States,0,0,dependent,mid,private,white
20,Some-college,10,Male,0,2001,40,United-States,0,0,dependent,high,private,white
35,Prof-school,15,Male,99999,0,45,United-States,1,0,independent,high,private,white
27,Bachelors,13,Female,0,0,40,United-States,0,0,independent,high,private,white
29,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,private,white
28,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,high,private,white
40,Masters,14,Female,15024,0,50,Canada,1,1,spouse,high,private,white
20,9th,5,Male,0,0,40,United-States,0,0,dependent,low,private,white
51,Assoc-voc,11,Female,0,0,40,United-States,0,0,dependent,high,private,white
30,Masters,14,Female,0,0,40,United-States,0,0,independent,mid,private,white
50,HS-grad,9,Female,0,0,55,United-States,0,0,independent,mid,private,white
30,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,high,government,white
34,Bachelors,13,Female,0,0,39,United-States,0,0,independent,high,private,black
55,Masters,14,Male,0,0,52,United-States,1,1,spouse,high,private,white
53,Assoc-acdm,12,Female,0,0,70,United-States,0,0,independent,mid,self_employed,white
45,Masters,14,Female,0,2824,50,United-States,1,0,independent,high,private,white
45,Assoc-acdm,12,Female,0,0,50,United-States,0,0,independent,high,private,white
40,7th-8th,4,Male,0,0,72,United-States,0,1,spouse,low,self_employed,white
73,Masters,14,Male,0,0,20,Cuba,0,1,spouse,high,government,white
18,12th,8,Female,0,0,20,United-States,0,0,dependent,low,private,white
33,HS-grad,9,Male,0,0,55,United-States,1,1,spouse,mid,private,white
33,Bachelors,13,Male,0,0,50,United-States,0,1,spouse,high,private,white
38,Some-college,10,Male,0,0,48,United-States,1,1,spouse,low,private,white
31,HS-grad,9,Male,0,0,45,United-States,1,1,spouse,mid,government,white
51,Bachelors,13,Male,0,2824,40,United-States,1,0,independent,mid,self_employed,white
32,Bachelors,13,Male,0,0,45,United-States,1,1,spouse,high,private,white
52,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
41,Bachelors,13,Male,0,0,50,United-States,0,1,spouse,high,self_employed,white
25,HS-grad,9,Female,0,0,35,United-States,0,0,independent,mid,private,white
45,Assoc-voc,11,Male,0,0,40,United-States,0,1,spouse,high,government,white
61,HS-grad,9,Male,0,0,20,United-States,0,1,spouse,mid,self_employed,white
71,Some-college,10,Female,0,0,28,United-States,0,0,independent,low,private,white
63,HS-grad,9,Female,0,0,27,United-States,0,0,independent,mid,government,white
45,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,government,black
47,HS-grad,9,Male,0,0,52,United-States,0,1,spouse,mid,private,white
50,Masters,14,Female,0,0,25,United-States,0,0,independent,high,self_employed,white
25,Bachelors,13,Male,0,0,45,United-States,0,0,dependent,high,government,white
32,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,black
40,Doctorate,16,Male,0,0,40,United-States,1,1,spouse,high,private,white
50,10th,6,Female,0,0,40,United-States,0,0,independent,mid,private,white
54,Some-college,10,Female,0,0,40,United-States,0,0,independent,high,private,white
34,HS-grad,9,Male,0,0,50,United-States,1,1,spouse,mid,private,white
42,9th,5,Female,0,0,46,United-States,0,0,independent,low,private,black
38,HS-grad,9,Male,0,0,60,United-States,0,0,independent,mid,private,white
17,11th,7,Female,0,0,24,United-States,0,0,dependent,mid,private,white
47,Prof-school,15,Male,0,0,55,United-States,1,1,spouse,high,private,white
25,Assoc-acdm,12,Female,0,0,40,United-States,0,0,dependent,mid,private,white
30,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
39,HS-grad,9,Male,0,1887,65,United-States,1,1,spouse,mid,private,white
47,Bachelors,13,Male,0,0,45,United-States,1,1,spouse,high,government,white
57,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,high,private,white
25,HS-grad,9,Female,0,0,40,United-States,0,0,dependent,low,private,black
68,Masters,14,Male,0,0,45,United-States,0,1,spouse,high,private,white
34,HS-grad,9,Male,0,0,65,United-States,0,1,spouse,low,government,white
35,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,low,private,white
39,Assoc-acdm,12,Male,0,0,40,United-States,1,1,spouse,mid,government,white
47,Assoc-acdm,12,Male,0,0,40,United-States,0,1,spouse,mid,private,white
47,Some-college,10,Female,0,0,45,Germany,0,0,independent,high,private,white
55,HS-grad,9,Male,0,0,70,United-States,0,1,spouse,low,self_employed,other_race
72,Some-college,10,Male,0,0,21,United-States,0,1,spouse,low,self_employed,white
32,HS-grad,9,Female,0,0,44,United-States,0,1,spouse,mid,private,white
28,Assoc-voc,11,Female,0,0,40,United-States,0,0,independent,high,private,white
61,Prof-school,15,Male,0,0,35,United-States,0,0,independent,high,self_employed,white
44,Bachelors,13,Male,0,0,50,United-States,1,1,spouse,mid,self_employed,white
35,Masters,14,Female,0,0,35,United-States,1,1,spouse,high,government,white
48,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,self_employed,white
49,HS-grad,9,Male,0,0,46,United-States,0,1,spouse,mid,government,white
32,Some-college,10,Male,0,0,35,United-States,0,0,independent,low,private,black
26,Assoc-voc,11,Male,0,0,55,United-States,0,0,independent,mid,government,other_race
56,Bachelors,13,Male,0,0,30,United-States,0,0,independent,low,self_employed,white
24,Masters,14,Female,0,0,20,United-States,0,0,independent,high,government,white
42,Assoc-acdm,12,Female,0,0,35,Puerto-Rico,1,1,spouse,mid,government,white
37,HS-grad,9,Male,0,0,55,United-States,1,1,spouse,high,government,white
57,Some-college,10,Female,0,0,40,United-States,0,0,independent,high,private,black
48,Bachelors,13,Female,7443,0,45,United-States,0,0,independent,high,government,white
39,Some-college,10,Male,0,0,40,United-States,0,0,independent,mid,private,white
20,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,mid,self_employed,white
46,HS-grad,9,Female,0,0,20,United-States,0,0,independent,high,private,white
68,5th-6th,3,Male,0,0,6,United-States,0,1,spouse,mid,self_employed,black
33,12th,8,Male,0,0,40,United-States,0,1,spouse,mid,private,white
35,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,low,self_employed,white
20,HS-grad,9,Female,0,0,30,United-States,0,0,dependent,low,private,white
42,Bachelors,13,Male,0,0,52,United-States,0,1,spouse,high,government,white
42,Some-college,10,Male,0,2231,50,Canada,1,0,independent,high,private,white
47,12th,8,Male,0,0,40,United-States,0,0,independent,low,private,black
40,Assoc-acdm,12,Male,0,0,40,Outlying-US(Guam-USVI-etc),0,0,independent,low,private,white
51,HS-grad,9,Male,0,0,45,United-States,0,1,spouse,mid,government,white
26,Some-college,10,Male,0,0,35,United-States,0,0,independent,low,private,white
32,Assoc-voc,11,Female,10520,0,80,Greece,1,0,independent,high,self_employed,white
59,Doctorate,16,Male,0,0,50,United-States,0,0,independent,high,private,white
36,11th,7,Male,0,0,40,United-States,0,0,independent,mid,private,black
38,Some-college,10,Male,0,0,35,United-States,0,1,spouse,mid,self_employed,white
45,Masters,14,Male,0,0,50,United-States,1,1,spouse,high,private,white
38,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,mid,private,white
55,Masters,14,Male,0,0,40,United-States,0,1,spouse,high,government,white
46,Some-college,10,Male,0,0,40,United-States,1,1,spouse,mid,private,white
59,HS-grad,9,Male,0,0,45,United-States,0,1,spouse,low,private,white
31,Masters,14,Female,0,0,30,United-States,0,0,independent,high,private,white
29,HS-grad,9,Female,0,0,30,United-States,0,0,independent,low,private,black
34,Assoc-acdm,12,Female,0,0,38,United-States,0,0,dependent,mid,private,black
53,Doctorate,16,Female,0,1408,40,United-States,0,0,independent,high,private,white
43,Some-college,10,Male,0,0,40,United-States,1,1,spouse,high,private,white
45,10th,6,Male,0,0,40,United-States,0,1,spouse,low,private,white
29,HS-grad,9,Male,0,0,50,United-States,0,0,independent,high,private,white
28,Bachelors,13,Male,15024,0,55,United-States,1,1,spouse,mid,private,white
44,Assoc-acdm,12,Male,0,0,60,United-States,0,1,spouse,high,private,black
32,Assoc-voc,11,Female,0,0,38,United-States,0,0,independent,high,private,white
29,Assoc-acdm,12,Male,0,625,60,United-States,0,0,independent,low,private,black
48,Doctorate,16,Male,0,0,40,United-States,1,1,spouse,high,self_employed,white
40,12th,8,Male,0,0,40,United-States,0,1,spouse,high,government,white
23,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,mid,private,white
29,HS-grad,9,Male,0,0,50,United-States,0,0,independent,mid,self_employed,white
65,9th,5,Female,0,0,38,United-States,0,0,independent,mid,private,white
58,HS-grad,9,Male,0,0,45,United-States,0,1,spouse,low,private,white
30,Assoc-voc,11,Male,0,0,40,United-States,0,1,spouse,high,private,white
55,Bachelors,13,Female,0,0,8,United-States,0,0,independent,mid,private,white
42,HS-grad,9,Female,0,0,60,United-States,0,1,spouse,low,private,black
31,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,mid,private,white
38,Some-college,10,Male,0,0,40,Philippines,1,1,spouse,mid,government,other_race
53,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
50,Some-college,10,Male,99999,0,55,United-States,1,1,spouse,mid,self_employed,white
62,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,low,private,white
37,Some-college,10,Male,0,0,40,United-States,0,0,independent,mid,private,black
56,Bachelors,13,Female,15024,0,40,United-States,1,1,spouse,high,self_employed,white
21,10th,6,Male,0,0,40,United-States,0,0,dependent,mid,private,white
44,Assoc-acdm,12,Male,0,0,40,United-States,1,1,spouse,mid,private,white
48,Bachelors,13,Male,0,1977,60,United-States,1,1,spouse,high,private,white
40,HS-grad,9,Female,0,0,75,United-States,0,1,spouse,high,government,black
70,Bachelors,13,Female,0,0,40,United-States,0,0,independent,mid,self_employed,white
40,7th-8th,4,Male,0,0,40,United-States,0,1,spouse,low,private,white
27,Bachelors,13,Female,0,0,35,United-States,0,0,independent,high,government,white
26,10th,6,Male,0,0,48,United-States,0,1,dependent,mid,private,white
33,Bachelors,13,Male,0,0,60,United-States,1,1,spouse,high,private,black
35,HS-grad,9,Male,0,0,50,United-States,1,1,spouse,high,private,white
42,Some-college,10,Female,0,0,40,United-States,0,0,dependent,high,government,white
37,HS-grad,9,Male,0,0,45,United-States,1,1,spouse,mid,private,white
17,9th,5,Male,0,0,40,United-States,0,0,dependent,mid,private,white
40,Some-college,10,Female,0,0,48,United-States,0,0,independent,low,private,white
20,Some-college,10,Female,0,0,40,United-States,0,0,dependent,mid,private,white
69,Bachelors,13,Male,0,0,7,United-States,1,1,spouse,high,private,white
32,5th-6th,3,Male,0,0,40,Mexico,0,1,spouse,mid,private,white
21,Some-college,10,Female,0,0,8,United-States,0,0,dependent,high,private,white
25,HS-grad,9,Female,0,0,35,United-States,0,0,dependent,high,private,black
17,11th,7,Male,2176,0,20,United-States,0,0,dependent,low,private,white
40,HS-grad,9,Male,0,0,55,United-States,1,1,spouse,mid,government,white
50,Some-college,10,Male,0,0,43,United-States,1,0,dependent,mid,government,white
24,Bachelors,13,Male,0,0,40,United-States,0,0,independent,high,private,white
23,HS-grad,9,Male,0,0,40,United-States,0,0,dependent,low,private,white
73,7th-8th,4,Male,0,0,35,United-States,1,1,spouse,mid,private,white
54,Bachelors,13,Female,0,0,36,United-States,0,0,independent,high,private,white
68,Masters,14,Male,0,0,15,United-States,0,1,spouse,mid,self_employed,white
45,Assoc-acdm,12,Male,0,0,40,United-States,0,1,spouse,high,government,white
66,Some-college,10,Male,0,0,40,United-States,1,1,spouse,high,private,white
32,11th,7,Male,0,0,50,United-States,0,0,independent,mid,self_employed,white
24,HS-grad,9,Female,0,0,40,United-States,0,0,dependent,mid,private,other_race
56,HS-grad,9,Male,0,0,45,United-States,1,1,spouse,mid,private,white
50,Some-college,10,Male,0,0,60,United-States,1,1,spouse,low,self_employed,white
48,HS-grad,9,Male,0,0,40,United-States,1,0,independent,low,private,white
28,Some-college,10,Male,0,0,50,United-States,0,0,independent,mid,private,white
49,HS-grad,9,Male,4787,0,40,United-States,1,0,independent,high,private,white
59,HS-grad,9,Female,0,0,40,United-States,0,0,independent,mid,government,white
24,Assoc-voc,11,Female,0,0,40,United-States,0,1,spouse,mid,private,white
20,11th,7,Male,0,0,39,United-States,0,0,dependent,low,private,white
56,9th,5,Male,0,0,40,United-States,0,1,spouse,mid,private,white
53,10th,6,Male,0,0,45,United-States,0,1,spouse,mid,private,white
21,HS-grad,9,Female,1055,0,35,United-States,0,0,dependent,low,private,white
30,Masters,14,Male,0,1887,45,Iran,1,1,spouse,high,private,other_race
30,Some-college,10,Female,0,0,40,United-States,0,0,independent,mid,government,black
31,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,high,self_employed,white
32,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,self_employed,white
42,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,government,white
31,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
57,11th,7,Male,0,0,40,United-States,1,1,spouse,mid,private,white
19,12th,8,Male,0,0,15,United-States,0,0,dependent,mid,private,white
19,11th,7,Male,0,0,40,United-States,0,0,dependent,low,private,white
26,Assoc-voc,11,Male,0,0,45,United-States,0,0,independent,high,private,white
24,HS-grad,9,Male,0,0,20,Italy,0,1,spouse,mid,private,white
41,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,self_employed,white
55,Some-college,10,Male,0,0,40,United-States,0,1,spouse,low,private,white
33,Some-college,10,Female,0,0,40,United-States,0,0,independent,mid,private,white
25,Assoc-voc,11,Male,0,0,35,United-States,0,1,spouse,low,private,white
32,Assoc-voc,11,Female,0,0,40,United-States,0,0,independent,high,government,black
53,HS-grad,9,Male,0,0,40,United-States,0,0,independent,mid,private,white
37,Some-college,10,Female,0,0,38,United-States,0,0,independent,mid,private,white
33,Bachelors,13,Female,0,0,40,Mexico,0,0,dependent,low,private,white
49,HS-grad,9,Male,0,0,50,United-States,1,1,spouse,high,private,white
52,7th-8th,4,Male,0,0,60,United-States,0,1,spouse,low,private,white
40,Bachelors,13,Male,0,0,44,United-States,1,1,spouse,high,private,white
36,Prof-school,15,Female,0,0,15,United-States,1,1,spouse,mid,private,white
41,Prof-school,15,Male,0,0,58,United-States,1,1,spouse,high,self_employed,white
25,HS-grad,9,Male,0,0,36,United-States,0,0,independent,low,private,black
59,Bachelors,13,Male,0,0,40,United-States,0,1,spouse,mid,private,white
56,Bachelors,13,Male,0,0,50,United-States,0,1,spouse,high,government,black
21,HS-grad,9,Female,0,0,20,United-States,0,0,dependent,low,private,white
45,HS-grad,9,Male,0,0,70,United-States,0,1,spouse,mid,private,white
18,HS-grad,9,Male,0,0,12,United-States,0,0,dependent,low,private,white
20,Some-college,10,Male,0,0,12,United-States,0,0,dependent,high,private,white
42,Assoc-acdm,12,Male,0,0,45,United-States,0,0,independent,high,private,white
41,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,mid,private,white
40,HS-grad,9,Male,0,1902,45,United-States,1,1,spouse,mid,private,white
28,Some-college,10,Female,0,0,72,United-States,0,0,independent,mid,government,black
47,HS-grad,9,Female,0,0,40,United-States,0,0,independent,high,government,white
31,11th,7,Male,0,0,40,United-States,0,1,spouse,mid,private,white
56,Masters,14,Male,0,0,60,United-States,0,1,spouse,high,private,white
34,Doctorate,16,Male,0,0,50,United-States,1,1,spouse,high,private,white
49,Masters,14,Male,0,0,42,United-States,1,1,spouse,high,private,white
63,Assoc-acdm,12,Male,0,0,40,United-States,1,1,spouse,high,private,white
38,5th-6th,3,Male,0,0,48,Mexico,0,1,spouse,low,private,white
44,Doctorate,16,Male,0,0,20,United-States,0,1,spouse,high,private,white
56,HS-grad,9,Male,0,1977,40,United-States,1,1,spouse,mid,private,white
30,Some-college,10,Male,0,0,40,United-States,0,1,spouse,low,private,white
38,Masters,14,Male,0,0,60,United-States,1,1,spouse,high,self_employed,white
51,9th,5,Female,0,0,38,Puerto-Rico,0,1,spouse,low,government,white
30,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
56,Assoc-voc,11,Male,0,0,70,United-States,0,0,independent,low,private,white
50,11th,7,Female,0,0,40,United-States,0,0,independent,low,private,white
54,HS-grad,9,Male,0,0,45,United-States,0,1,spouse,mid,government,white
46,HS-grad,9,Male,0,0,40,United-States,1,1,spouse,high,private,black
27,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,high,private,white
46,Bachelors,13,Male,0,0,40,Philippines,0,0,independent,high,private,other_race
60,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,government,black
42,Some-college,10,Male,0,0,40,United-States,1,1,spouse,high,government,black
36,10th,6,Female,0,0,40,United-States,0,0,independent,low,private,white
30,HS-grad,9,Male,0,0,40,United-States,0,0,spouse,low,private,black
43,Masters,14,Female,0,0,50,United-States,0,0,independent,high,private,white
29,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,private,white
22,Some-college,10,Female,0,1741,30,United-States,0,0,dependent,low,private,white
46,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,white
44,Bachelors,13,Male,0,0,45,United-States,1,1,spouse,high,government,white
30,Bachelors,13,Male,0,2258,45,United-States,0,0,independent,high,self_employed,white
17,11th,7,Male,0,0,18,United-States,0,0,dependent,low,private,black
23,11th,7,Female,0,0,40,United-States,0,0,independent,mid,private,white
34,HS-grad,9,Male,0,0,50,United-States,0,1,spouse,low,self_employed,white
33,11th,7,Female,0,0,30,United-States,0,0,independent,high,private,white
24,Bachelors,13,Female,0,0,37,United-States,0,0,dependent,high,private,white
32,Some-college,10,Male,0,0,40,United-States,0,1,spouse,mid,private,white
41,Bachelors,13,Male,0,0,40,United-States,1,1,spouse,high,private,white
44,Bachelors,13,Male,0,0,38,United-States,0,0,independent,high,private,white
48,Bachelors,13,Male,0,0,60,United-States,0,1,spouse,high,self_employed,white
36,Some-college,10,Male,0,1887,40,Jamaica,1,1,spouse,high,government,black
39,Bachelors,13,Male,0,0,45,China,1,1,spouse,high,private,other_race
34,HS-grad,9,Male,0,0,36,United-States,0,1,spouse,low,private,black
35,Masters,14,Female,0,0,40,United-States,0,0,independent,high,private,white
30,Some-college,10,Male,0,0,30,United-States,0,0,dependent,mid,self_employed,white
33,HS-grad,9,Female,0,0,50,United-States,0,0,independent,high,private,white
30,Masters,14,Female,0,0,65,United-States,0,0,independent,high,government,white
45,HS-grad,9,Female,0,0,40,United-States,0,0,independent,low,private,white
37,HS-grad,9,Male,0,0,40,United-States,0,1,spouse,mid,private,other_race
36,Some-college,10,Female,0,0,40,United-States,0,0,dependent,mid,private,other_race
31,Assoc-acdm,12,Male,0,0,45,United-States,0,0,dependent,high,private,white
38,10th,6,Male,3103,0,40,United-States,1,1,spouse,mid,private,white
